lon,lat,division,booth_info,premises,opening_hours,has_bbq,address,source,state,polling_place_name,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,stall_name,stall_description,stall_website,first_report,latest_report
115.81498,-32.0536,Fremantle,corner of North Lake Rd and Archibald St.,Southern Districts Senior Citizens Centre,,0,cnr North Lake Rd & Archibald St,,WA,Willagee East,1,0,Assisted,,,,,,
115.81941,-32.11985,Fremantle,Enter via Osprey Dr,Yangebup Primary School,,1,Moorhen Dr,,WA,Yangebup,0,1,None,,,,,,
115.826,-32.1253,Fremantle,Enter through carpark off Yangebup Rd.,Mater Christi Catholic Primary School,,0,Yangebup Rd,,WA,Yangebup South,0,0,Assisted,,,,,,
116.027633,-31.8995266,Hasluck,Main front door entry on Helen St,Bellevue Hall,,0,Helen St,,WA,Bellevue,0,0,Assisted,,,,,,
115.779,-32.0928,Fremantle,Enter via Derinton Way,Phoenix Primary School,,0,Phoenix Rd,,WA,Spearwood West,0,0,Assisted,,,,,,
115.84982,-32.1533,Fremantle,entry via Columbus Loop,Success Primary School,,1,390 Wentworth Pde,,WA,Success,0,0,Assisted,,,,,,
115.76528,-32.05859,Fremantle,Enter from Hope St.,White Gum Valley Primary School,,1,Hope St,,WA,White Gum Valley,0,1,Assisted,,,,,,
115.80527,-32.05166,Fremantle,cnr of Winnacott St & Drury St.,Caralee Community School,,0,Winnacott St,,WA,Willagee,0,0,Assisted,,,,,,
116.009,-31.9915,Hasluck,Closest entrance to booth from Sussex Rd,Forrestfield Primary School,,0,Sussex Rd,,WA,Forrestfield,0,0,Assisted,,,,,,
116.0094099,-31.9761917,Hasluck,main entrance to gym - car park next to gym.,Darling Range Sports College,,1,Berkshire Rd,,WA,Forrestfield North,0,0,None,,,,,,
115.924,-31.8718,Perth,Access via Beechboro Rd only. Follow path to gymnasium,John Septimus Roe Anglican Community School,,0,Blackboy Way,,WA,Beechboro West,0,0,Assisted,,,,,,
115.93353,-32.07574,Tangney,Main Entrance off Fraser Road North,Caladenia Primary School,,0,Fraser Road Nth,,WA,Canning Vale North,1,0,Assisted,,,,,,
115.932921,-32.081521,Tangney,,St Emilie's Catholic Primary School,,0,151 Amherst Rd,,WA,Canning Vale East,0,0,Full,,,,,,
115.921684,-32.08313,Tangney,Main Access through gates on Dumbarton R d.,Canning Vale College,,0,Dumbarton Rd,,WA,Canning Vale Central,1,0,Assisted,,,,,,
115.912,-32.0759,Tangney,Entrance to School grounds - two car parks off The Ramble - down pathways to Library (no fences),Canning Vale Primary School,,1,The Ramble,,WA,Canning Vale,0,0,Assisted,,,,,,
115.8584882,-32.0498453,Tangney,Main Admin Building off Bull Creek Drive,"Air Force Memorial Estate, Admin Bldg",,0,Bull Creek Dr,,WA,Bull Creek North,0,0,Assisted,,,,,,
115.869,-32.0592,Tangney,Main access off Nicholls Cres but foot traffic can access from Thompson Way or Oberthur Cres.,Oberthur Primary School,,1,Nicholls Cres,,WA,Bull Creek East,0,1,None,,,,,,
115.861,-32.0593,Tangney,Main access off Hardy St but alternative access possible off Francisco Ct.,Bull Creek Primary School,,0,Hardy St,,WA,Bull Creek,0,1,None,,,,,,
115.848,-32.0421,Tangney,Main access off Dawson St but premises also accessible from Blue Gum Recreation Centre on North side of School.,Brentwood Primary School,,0,2 Dawson Rd,,WA,Brentwood,0,0,Assisted,,,,,,
115.826,-32.0346,Tangney,Primary access off The Ramble but foot traffic able to access via Hallam Close.,Booragoon Primary School,,0,Clements Rd,,WA,Booragoon,0,0,Assisted,,,,,,
115.846,-32.0497,Tangney,Main entrance is off Bartling Cres but there are alternative accesses for foot traffic.,Bateman Primary School,,0,Bartling Cres,,WA,Bateman,0,0,None,,,,,,
115.886,-31.917,Perth,,Inglewood Primary School,,1,Normanby Rd,,WA,Inglewood North,0,1,Assisted,,,,,,
115.951,-31.8716,Perth,Follow entry path to room,East Beechboro Primary School,,1,Brockmill Ave,,WA,Beechboro East,0,1,Assisted,,,,,,
115.889,-32.0391,Tangney,Two entrances from Herald Ave,Herald Ave Senior Citizens Centre,,0,cnr Herald Ave & High Rd,,WA,Willetton North,0,0,Assisted,,,,,,
115.851,-31.9192,Perth,,Kyilla Primary School,,0,Selkirk St,,WA,North Perth,0,0,Assisted,,,,,,
115.199,-33.9404,Forrest,entrance to hall.,Rosa Brook Hall,,0,Rosa Brook Rd,,WA,Rosa Brook,0,0,Assisted,,,,,,
115.642,-33.3404,Forrest,entrance to pre-primary centre block.,South Bunbury Pre-primary Centre,,0,Queen St,,WA,South Bunbury,0,0,Assisted,,,,,,
